index,text
959,"מה שאין אומרים זולת בר""ה וביה""כ לפי שאנו צריכים לומר אמת ויציב כהלכתו ויש בו ו' פעמים אמת כנגד ו' פעמים אמת שבבראשית בסוף התיבות כגון ברא אלהים לעשות ברא אלהים את וכיוצא בזה תמצא ו' פעמים אמת רמוז ובר""ה אומר זה היום תחלת מעשיך הואיל ותחלת מעשיו הוא צריכים אנו לומר ששה פעמים אמת שכתוב בתחלת מעשיו ואילו היינו אומרים זולת היינו מחסרים פעמים אמת ואם תאמר יום הכפורים אינו תחלת מעשיו מכל מקום תשלומים היא לראש השנה לפי שבינונים תלויים ועומדים עד יום הכפורים ועוד דאמרינן בבראשית רבה ויהי ערב ויהי בקר יום אחד ויום הכפורים יום הדין הוא בתחלתו של עולם רמוז יום הכפורים וראש השנה אמת חותמו ואמת כתיבתו למפרע בבראשית בראשית ברא אלהים את ובמה אנו יודעים שראש השנה הוא ראש לשנה."
960, כדאמרינן עוד כל ימי הארץ זרע וקציר וקור וחום וקיץ וחורף ויום ולילה.
961," ואמרו זרע חצי תשרי ומרחשון וחצי כסליו נמצא שזרע מתחיל מתשרי וזרע הוא תחלת הפסוק אלמא ר""ה הוא ראש לשנה ויום הכפורים קרוי כמו כן ראשית דכתיב ביחזקאל (יחזקאל מ א) בעשרים וחמש שנה לגלותנו בראש השנה בעשור לחודש אלמא בעשור קרוי ר""ה."
962," ועוד דע לך כי ראש השנה הוא ראש לשנה כדכתיב (דברים יא יב) מראשית השנה ועד אחרית שנה ומרשית חסר א' זהו מתשרי ועוד דרשו שבר""ה נידון העולם אף על הגשמים דכתיב (דברים יא יב) עיני ה' אלהיך תמיד בה מראשית השנה אלמא דראשית השנה הוא ר""ה ומבראשית עד יום אחד נ""ב תיבות כנגד נ""ב שבועות ונ""ב שבועות הן שס""ד ימים והשנה שס""ה ימים הרי אותו יום יום הכפורים והיינו דכתיב (שמות ל י) יכפר עליכם אחת בשנה כלומר יום אחד שנשאר בשנה ועוד תדע שבי""ה אין לומר זולת שהרי מאמת ועד טוב ויפה י""ו תיבות כנגד י""ו כפרות שבאחרי מות גבי יה""כ ואם יאמר זולת נחסר מי""ו."
963," ועוד דצ""ל כסאו נכון ומלכותו ואמונתו לעד קיימת ובר""ה ובי""ה יושב בה על כסא דין מזרה בעיניו כל רע וכתוב אחד אומר מזרה רשעים מלך חכם וסמיך ליה והוכן בחסד כסא לכך צריך לומר כסאו נכון אחד לראש השנה ואחד לי""ה ולא זולת ובדניאל כתיב (דניאל ז י) דינא יתיב וספרין פתיחו ושני ודינא יתיב ושולט ביה אחד לר""ה ואחד לי""ה."
964," ועוד דאמר ראש דברך אמת כמו בראשית ברא אלהים: ובראש השנה ובי""ה וחתמנו ודברך מלכנו אמת וקיים לעד אלמא בתרויהו אמרינן אמת כמו כן אמר ודברך מלכנו אמת וקיים לעד ובאמת ויציב אומר ודבריו חיים וקיימים וכשאומר זולת אין אומר כך."
965, ובתהלים כתיב (תהלים קלט טז) גלמי ראו עיניך ועל ספרך כלם יכתבו ימים יוצרו ולא אחד בהם ועל ספרך כלם יכתבו.
966," כמו באמור אל הכהנים,"
967, בכל המועדות כתיב יום.
968," בפסח כתיב (ויקרא כג ו) ובחמשה עשר יום ובעצרת כתיב (ויקרא כג כא) וקראתם בעצם היום הזה ובעשור כתיב (ויקרא כג כז) אך בעשור לחדש השביעי הזה יום הכפורים הוא והיינו דכתיב (תהלים קלט טז) על ספרך כלם יכתבו מה ימים יוצרו בכל המועדות לא אחד כלומר חוץ שלא נזכר כפ' אמור אל הכהנים שלא נזכר שם יום אחד ובפנחס אחד והיינו דאמרינן בבראשית רבה ויהי ערב ויהי בקר יום אחד זה ר""ה ויום הכפורים ולכך קרינן לו ולא אחד בהם בא' וקרינן בו' ולו אחד כלומר שלו הוא יום הכפורים ואין השטן יכול לקטרג"
969,"בסדר אהללה אלהי אשירה עזו בסדר ר""ה התחיל הפסוקים מכאן ואילך והוצרך לכפול תי""ו תחגור גיאות."
970," תקום גוים ב' תוי""ן בתחלת החרוזים ואם היה מתחיל הפסוקים בנו""ן לא היה צריך לכפול תוי""ן אלא כשאתה אומר א""ב ג""ד ה""ו ז""ח ט' י' י""א י""ב י""ג י""ד ט""ו ט""ז י""ז י""ח י""ט כ' כ""א כ""ב כ""ג כ""ד כ""ה כ""ו כ""ז כ""ח כ""ט ל' ל""א ל""ב ל""ג ל""ד ל""ה ל""ו ל""ז ל""ח ל""ט מ' מ""א מ""ב מ""ג מ""ד מ""ה מ""ו מ""ז מ""ח מ""ט נ' נ""א נ""ב נ""ג נ""ד נ""ה נ""ו נ""ז נ""ח נ""ט ס' הרי כשתמנה עד ס' שם יהיה להפך סטן וזהו שאמר בבראשית רבה שאין סמ""ך עד ויסגור בשר תחתנה שנכנסת סטן עמה."
971," לכך התחיל בפסוק בסמך של מלכיות וזכרונות ושופרות בס' להגן עליהם מן הסטן וכבר אמרנן שבחשבון עד נ""ט ס' סטן להפך וכשקרא תשר""ק צפע""ס קצף שיקצוף סטן על ע' אומות"
972,"כי הם זרע ברך ה' (ישעיהו סא ט) וה' בכתיבתו כ""ו בגי' אברהם במילה כל רואיהם יכירום שהם זרע אברהם שנצטו' על המילה כל רואיהם יכירום שנושאים תפילין רואי""הם יכירו""ם כ""י ה""ם בגימט' אלו תפילין."
973, רואיהם יכירום הלכה כאחרים בתפילין כל שרואה לחבירו ארבע אמות מרחוק ומכירו
974,אהוב לך את המצוה הדומה למת מצוה שאין לה עוסקים כגון שתראה מצוה בזויה או תורה שאין לה עוסקים כגון שתראה שבני עירך לומדים מועד וסדר נשים תלמוד סדר קדשים ואם תראה שאין חוששים ללמוד מועד קטן ופרק מי שמתו אתה תלמד' ותקבל שכר גדול כנגד כולם.
975, כי הם דוגמת מת מצוה אותם מסכתות ואותם הלכות שבני אדם אין רגילים בהם שזה דומה לאחד שהיו לו בנות ותבעום בני אדם והשיאם להם ונשארה בת אחת שלא תבעוה לינשא.
976, אמרה לאביה אחיותי יודעות אומנות נקייה מעשה אורג מעשה רוקם.
977, לכך קפצו עליהם הכל והיו לאנשים.
978, אבל למה נתת לי אומנות שהכל מרחיקים ממנו לארוג בגדי אבל לתכריכי מתים אלו היתה אומנותי בגדי שמחה הייתי לאיש כאחת מאחיותי אמר לה אביה אני משבח אותך שהכל ילכו אצלך.
979, כך אמרה מועד קטן והדומה לה רבונו של עולם למה אין עוסקים בי כמו בשאר מסכתות.
980, והקדוש ברוך הוא השיב לה טוב הרי כבר נאמר טוב ללכת אל בית אבל מלכת אל בית משתה באשר הוא סוף כל האדם והחי יתן אל לבו.
981, ועתה למה אומרים שהוא סכנה לפי שכתוב אל תקוץ בתוכחתו והוא ממהר ולא ידקדק כמו בשאר מסכתות.
982, ועוד לפי שכל דבר שתופסין אותו בחזקת סכנה אפי' אינו מקום מסוכן מזיק לפי שלשון בני אדם ועינם מזקת.
983, אלא כך יעשה הרוצה ללמוד אותה יתפלל להקדוש ברוך הוא שלא יארע דבר רע.
984, וגם ילמדו הרב בחשאי לא יפרסם ולא יזיק ולא ינזק אחר שלשון בני אדם ועינם מזקת עינו וכתיב (שיר השירים ז ב) חמוקי ירכיך כמו חלאים.
985, ותחלואיה מיתות כמו מי שמתו ומועד קטן יהא בסתר ולא יזוק שנאמר (ישעיהו כו כ) חבי כמעט רגע עד יעבור זעם וגם שמעתי בב' דברים מלאך המות קרוב לשמוע מי שדורש מעשה מרכבה ובמועד קטן לכן נענה מלאך מתוך האש רמז מלאך המות הן הן מעשה מרכבה כמעשה דרבן יוחנן בן זכאי ורבי אלעזר בן ערך לא יכוין להפרע ממנו וכן מועד קטן וכיוצא בו שהוא ממונה על המות.
986, לכך יעסוק בכל לבו לישר בלא קלות ראש בה וכן כל מצוה וכו' כדאיתא בראש הספר
987,אל ידור אדם במקום שהשוק של גוים בשבת כי אי אפשר שלא יחטא בדבריו או בשום דבר.
988," מי שלא הכין בע""ש מאכלו ורוצים לומר ברכו לא יעכב שליח צבור להמתין עד שיתקנו מאכלו כי מוטב שיאכל לחם יבש ואל יעכבו ואם עדיין שהות ביום ויש שעה גדולה יעכבו."
989, אין שעה וסמוך לספק בין השמשות מוטב שלא יאכל ולא יחללו ספק שבת ומה שאמרו הנח לישראל מוטב שיהו שוגגים ואל יהו מזידים.
990, זהו במקום רשות אבל בבית הכנסת לא
991,אמרו לאחד הנה תולין רבים בסוכה נויי סוכה ואתה אינך תולה.
